Возраст,Пол,Уровень образования,Профессия,Опыт работы,Зарплата,Регион
36.0,женский,среднее общее,Дизайнер интерфейсов,34,77155.0,Нижний Новгород
52.0,мужской,магистр,Финансовый аналитик,11,81143.0,Москва
49.0,мужской,среднее профессиональное,Строитель,33,119026.0,Москва
31.0,мужской,бакалавр,Учитель,3,20317.0,Санкт-Петербург
40.0,мужской,доктор наук,Программист,31,126843.0,Москва
36.0,мужской,среднее общее,Инженер,35,39471.0,Москва
48.0,женский,бакалавр,Актер,39,69085.0,Санкт-Петербург
39.0,женский,доктор наук,Финансовый аналитик,12,40384.0,Казань
44.0,мужской,бакалавр,Инженер-программист,9,51184.0,Москва
40.0,женский,магистр,Актер,3,51240.0,Москва
29.0,женский,среднее общее,Учитель,28,27481.0,Москва
31.0,женский,среднее профессиональное,Врач,32,39640.0,Казань
28.0,мужской,магистр,Врач,38,118671.0,Москва
22.0,мужской,,Программист,10,75200.0,Новосибирск
49.0,женский,среднее профессиональное,,21,80681.0,Москва
32.0,женский,доктор наук,Водитель,25,65889.0,Омск
48.0,мужской,бакалавр,,10,32270.0,Новосибирск
46.0,мужской,среднее общее,Врач,11,85264.0,Санкт-Петербург
19.0,мужской,бакалавр,Инженер,7,130795.0,Нижний Новгород
30.0,женский,бакалавр,Актер,31,60342.0,Екатеринбург
32.0,женский,бакалавр,Финансовый аналитик,6,114260.0,Новосибирск
23.0,мужской,бакалавр,Дизайнер интерфейсов,28,40115.0,Нижний Новгород
42.0,мужской,среднее общее,Программист,5,27111.0,Москва
40.0,женский,среднее профессиональное,Актер,17,87273.0,Екатеринбург
44.0,женский,магистр,,32,33798.0,Москва
31.0,женский,бакалавр,Актер,21,70775.0,Москва
34.0,женский,бакалавр,Инженер-программист,23,43647.0,Новосибирск
36.0,женский,доктор наук,Бизнес-аналитик,36,51057.0,Санкт-Петербург
34.0,женский,среднее профессиональное,Системный администратор,1,59077.0,Москва
42.0,мужской,,Бизнес-аналитик,38,41360.0,Москва
28.0,женский,магистр,Финансовый аналитик,11,90304.0,Москва
21.0,мужской,среднее профессиональное,Бухгалтер,14,80029.0,Нижний Новгород
39.0,мужской,магистр,Системный администратор,4,45965.0,Челябинск
45.0,мужской,магистр,Актер,6,67126.0,Омск
43.0,мужской,бакалавр,Дизайнер интерфейсов,30,43390.0,Челябинск
27.0,мужской,среднее общее,Бухгалтер,2,62942.0,Нижний Новгород
49.0,женский,среднее общее,,23,114854.0,Санкт-Петербург
31.0,женский,доктор наук,Аналитик больших данных,35,31000.0,Москва
43.0,мужской,среднее профессиональное,Бизнес-аналитик,37,108673.0,Москва
69.0,мужской,среднее общее,Продуктовый менеджер,21,100790.0,Нижний Новгород
28.0,женский,бакалавр,Финансовый аналитик,1,53331.0,Санкт-Петербург
33.0,женский,магистр,Врач,31,92662.0,Санкт-Петербург
43.0,мужской,бакалавр,Системный администратор,35,49116.0,Челябинск
38.0,мужской,среднее профессиональное,Диджитал-маркетолог,3,32867.0,Екатеринбург
18.0,мужской,бакалавр,Финансовый аналитик,15,25612.0,Челябинск
52.0,мужской,,UX-дизайнер,22,50435.0,Екатеринбург
,женский,доктор наук,Врач,12,43285.0,Челябинск
31.0,мужской,среднее общее,Инженер,24,100406.0,Екатеринбург
40.0,мужской,бакалавр,Аналитик больших данных,33,45459.0,Москва
39.0,мужской,магистр,Инженер,10,84901.0,Челябинск
42.0,мужской,среднее общее,Диджитал-маркетолог,29,67504.0,Омск
34.0,мужской,доктор наук,UX-дизайнер,25,81300.0,Екатеринбург
